site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,10,12,2009,2009,1900,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,21,12,2010,2010,1319,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,17,11,2011,2011,2213,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,28,1,2014,2013,2297,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,4,12,2014,2014,1916,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,26,12,2015,2015,1828,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,31,12,2017,2017,1704,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,gentoo penguin,27,12,2018,2018,1943,1,nests,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,king penguin,3,12,2007,2007,1,1,adults,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,king penguin,26,11,2008,2008,1,1,adults,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,king penguin,2,12,2008,2008,1,1,adults,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Barrientos Island (Aitcho Islands),AITC,48.1,-59.752,-62.407,king penguin,10,12,2009,2009,1,1,adults,ground,"</sub>author [1] ""Heather J. Lynch""  </sub>field [1] ""Dataset""  </sub>title [1] ""{Antarctic Site Inventory (ASI): Censuses of penguins and other seabirds dataset}""  </sub>year [1] ""2022""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchantarctic"" attr( ""dateobj"") [1] ""2022-01-01 CST"""
Aitken Cove,AITK,48.2,-44.525,-60.738,chinstrap penguin,28,12,1983,1983,3300,4,nests,ground,"</sub>author [1] ""Sally Poncet""  ""J&eacute;r&ocirc;me Poncet""  </sub>journal [1] ""British Antarctic Survey Bulletin""  </sub>pages [1] ""71--81""  </sub>title [1] ""{A survey of penguin breeding populations at the South Orkey Islands}""  </sub>volume [1] ""68""  </sub>year [1] ""1985""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""poncet1985survey"" attr( ""dateobj"") [1] ""1985-01-01 CST"""
Aitken Cove,AITK,48.2,-44.525,-60.738,chinstrap penguin,22,1,2019,2018,3000,5,nests,vhr,"</sub>author [1] ""Noah Strycker""      ""Michael Wethington"" ""Alex Borowicz""      ""Steve Forrest""      ""Chandi Witharana""   ""Tom Hart""           [7] ""Heather J. Lynch""    </sub>doi [1] ""10.1038/s41598-020-76479-3""  </sub>journal [1] ""Scientific Reports""  </sub>number [1] ""1""  </sub>pages [1] ""1--11""  </sub>title [1] ""{A global population assessment of the chinstrap penguin .\emph{Pygoscelis antarctica}})""  </sub>volume [1] ""10""  </sub>year [1] ""2020""  </sub>`bdsk-url-1` [1] ""https://doi.org/10.1038/s41598-020-76479-3""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""strycker2020a-global"" attr( ""dateobj"") [1] ""2020-01-01 CST"""
Akarui Point,AKAR,58.4.2,41.39,-68.5,adelie penguin,6,2,1975,1974,2,1,adults,ground,"</sub>author [1] ""Takao Hoshiai""   ""Tatsuro Matsuda""  </sub>journal [1] ""Memoirs of National Institute of Polar Research""  </sub>pages [1] ""140--152""  </sub>title [1] ""{Ad&eacute;lie penguin rookeries in the Lutzow-Holm Bay area and relation of rookery to algal biomass in soil}""  </sub>volume [1] ""11""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""hoshiai1979adelie"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Akarui Point,AKAR,58.4.2,41.39,-68.5,adelie penguin,6,2,1975,1974,56,1,chicks,ground,"</sub>author [1] ""Takao Hoshiai""   ""Tatsuro Matsuda""  </sub>journal [1] ""Memoirs of National Institute of Polar Research""  </sub>pages [1] ""140--152""  </sub>title [1] ""{Ad&eacute;lie penguin rookeries in the Lutzow-Holm Bay area and relation of rookery to algal biomass in soil}""  </sub>volume [1] ""11""  </sub>year [1] ""1979""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""hoshiai1979adelie"" attr( ""dateobj"") [1] ""1979-01-01 CST"""
Akarui Point,AKAR,58.4.2,41.39,-68.5,adelie penguin,24,11,1981,1981,211,1,adults,aerial,"</sub>author [1] ""Takao Hoshiai""       ""Tatsuo Sweda""        ""Atsushi Tanimura""    ""Christophe Barbraud""  </sub>journal [1] ""Memoirs of National Institute of Polar Research""  </sub>pages [1] ""117--121""  </sub>title [1] ""{Ad&eacute;lie penguin census in the 1981-82 and 1982-1983 breeding seasons near Syowa Station  Antarctica [Special issue]}""  </sub>volume [1] ""32""  </sub>year [1] ""1984""  </sub>`bdsk-url-1` [1] ""http://id.nii.ac.jp/1291/00001621/""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""hoshiai1984adelie"" attr( ""dateobj"") [1] ""1984-01-01 CST"""
Akarui Point,AKAR,58.4.2,41.39,-68.5,adelie penguin,14,11,1984,1984,187,1,adults,aerial,"</sub>author [1] ""Shingo Ishikawa""   ""Osamu Matsuda""     ""Kouichi Kawagushi""  </sub>journal [1] ""Antarctic Record""  </sub>number [1] ""3""  </sub>pages [1] ""302--307""  </sub>title [1] ""{Ad&eacute;lie penguin census in the 1984-85 breeding season near Syowa Station  Antarctica with reference to the banding effect on the population}""  </sub>volume [1] ""32""  </sub>year [1] ""1988""  </sub>`bdsk-url-1` [1] ""http://id.nii.ac.jp/1291/00008600/""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""ishikawa1988adelie"" attr( ""dateobj"") [1] ""1988-01-01 CST"""
Akarui Point,AKAR,58.4.2,41.39,-68.5,adelie penguin,11,2,2011,2010,106,5,nests,vhr,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
Alasheyev Bight,ALAS,58.4.2,46.109,-67.654,adelie penguin,25,3,2009,2008,1080,5,nests,vhr,"</sub>author [1] ""Heather J. Lynch""  ""Michelle A. LaRue""  </sub>doi [1] ""10.1642/AUK-14-31.1""  </sub>journal [1] ""The Auk""  </sub>number [1] ""4""  </sub>pages [1] ""457--466""  </sub>title [1] ""{First global census of the Ad&eacute;lie Penguin}""  </sub>volume [1] ""131""  </sub>year [1] ""2014""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1642/AUK-14-31.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2014global"" attr( ""dateobj"") [1] ""2014-01-01 CST"""
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,,,1989,1989,3000,4,nests,,"</sub>address [1] ""Cambridge  United Kingdom""  </sub>author [1] ""Eric J. Woehler""  </sub>publisher [1] ""Scientific Committee on Antarctic Research (SCAR)""  </sub>title [1] ""{The distribution and abundance of Antarctic and Subantarctic penguins}""  </sub>year [1] ""1993""  attr( ""bibtype"") [1] ""Book"" attr( ""key"") [1] ""woehler1993distribution"" attr( ""dateobj"") [1] ""1993-01-01 CST"""
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,5,1,1998,1997,605,2,nests,ground,"</sub>author [1] ""Marco Favero""      ""N&eacute;stor R. Coria""   ""Maria Paula Beron""  </sub>journal [1] ""Polish Polar Research""  </sub>number [1] ""3--4""  </sub>pages [1] ""181--187""  </sub>title [1] ""{The status of breeding birds at Cierva Point and surroundings  Danco Coast  Antarctic Peninsula}""  </sub>volume [1] ""21""  </sub>year [1] ""2000""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""favero2000status"" attr( ""dateobj"") [1] ""2000-01-01 CST"""
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,9,2,2011,2010,1100,1,nests,ground,"</sub>author [1] ""Diego Gonz&aacute;lez-Zevallos"" ""Mar&iacute;a Mercedes Santos""   ""Emilce F. Rombol&aacute;""       ""Mariana A. Ju&aacute;res""       [5] ""N&eacute;stor R. Coria""          </sub>doi [1] ""10.3402/polar.v32i0.11133""  </sub>journal [1] ""Polar Research""  </sub>number [1] ""0""  </sub>pages [1] ""1--7""  </sub>title [1] ""{Abundance and breeding distribution of seabirds in the northern part of the Danco Coast  Antarctic Peninsula}""  </sub>volume [1] ""32""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.3402/polar.v32i0.11133""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""gonzalez-zevallos2013abundance"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,10,12,2010,2010,1016,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Alcock Island,ALCO,48.1,-61.127,-64.24,chinstrap penguin,17,1,2021,2020,519,3,nests,uav,"</sub>author [1] ""Heather J. Lynch"" ""Tom Hart""          </sub>field [1] ""Dataset""  </sub>title [1] ""{Unpublished Data}""  </sub>year [1] ""2023""  </sub>`bdsk-url-1` [1] ""https://www.zooniverse.org/projects/penguintom79/penguin-watch""  attr( ""bibtype"") [1] ""Unpublished"" attr( ""key"") [1] ""lynchhartunpublished"" attr( ""dateobj"") [1] ""2023-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,28,11,1995,1995,8,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,2,12,1995,1995,6,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,13,12,1995,1995,6,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,16,12,1995,1995,6,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,25,11,1996,1996,9,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,23,11,1997,1997,6,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,4,12,1997,1997,8,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,16,1,2006,2005,111,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,6,2,2006,2005,121,1,chicks,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,19,11,2006,2006,128,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
Brown Station,ALMI,48.1,-62.87,-64.896,gentoo penguin,8,1,2008,2007,123,1,nests,ground,"</sub>author [1] ""Heather J. Lynch"" ""Ron Naveen""       ""Paula Casanovas""   </sub>doi [1] ""10.1890/13-1108.1""  </sub>journal [1] ""Ecology""  </sub>number [1] ""11""  </sub>pages [1] ""2653--2653""  </sub>title [1] ""{Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243}""  </sub>volume [1] ""94""  </sub>year [1] ""2013""  </sub>`bdsk-url-1` [1] ""http://dx.doi.org/10.1890/13-1108.1""  attr( ""bibtype"") [1] ""Article"" attr( ""key"") [1] ""lynch2013antarctic"" attr( ""dateobj"") [1] ""2013-01-01 CST"""
